Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,Net_Revenue
ORD1437,CUST281,Fashion,UPI,1006.55,5,7,8,3.0,No,Tier 1,1,Unknown,True,956.2225
ORD1438,CUST107,Fashion,UPI,1006.55,5,4,5,4.0,No,Tier 1,1,Unknown,True,956.2225
ORD1439,CUST126,Electronics,UPI,1091.185,0,2,3,4.0,No,Tier 1,1,Unknown,True,1091.185
ORD1440,CUST126,Electronics,UPI,1091.185,10,2,1,5.0,No,Tier 2,-1,Early,True,982.0665
ORD1441,CUST325,Home & Kitchen,UPI,1137.04,15,7,8,5.0,No,Tier 1,1,Unknown,True,966.4839999999999
ORD1442,CUST120,Electronics,UPI,1091.185,30,4,3,4.0,No,Tier 3,-1,Early,True,763.8294999999999
ORD1443,CUST129,Home & Kitchen,CASH ON DELIVERY,1137.04,15,3,3,4.0,Yes,Tier 3,0,On-Time,True,966.4839999999999
ORD1444,CUST196,Electronics,DEBIT CARD,1091.185,30,5,6,4.0,No,Tier 1,1,Unknown,True,763.8294999999999
ORD1445,CUST127,Fashion,UPI,1006.55,20,5,5,4.0,No,Tier 2,0,On-Time,True,805.24
ORD1446,CUST210,Fashion,DEBIT CARD,1006.55,0,4,6,2.0,No,Tier 1,2,Unknown,True,1006.55
ORD1447,CUST291,Fashion,CASH ON DELIVERY,1006.55,10,3,2,2.0,No,Tier 2,-1,Early,True,905.895
ORD1448,CUST324,Home & Kitchen,UPI,1137.04,0,2,4,4.0,Yes,Tier 1,2,Unknown,True,1137.04
ORD1449,CUST296,Fashion,DEBIT CARD,1006.55,15,6,6,3.0,No,Tier 1,0,On-Time,True,855.5675
ORD1450,CUST160,Home & Kitchen,UPI,1137.04,30,6,6,1.0,Yes,Tier 1,0,On-Time,True,795.9279999999999
ORD1451,CUST147,Fashion,UPI,1006.55,0,4,3,4.0,Yes,Tier 2,-1,Early,True,1006.55
ORD1452,CUST246,Home & Kitchen,CREDIT CARD,1137.04,15,3,7,1.0,No,Tier 1,4,Severe Delay,True,966.4839999999999
ORD1453,CUST103,Beauty,DEBIT CARD,1194.18,15,3,2,4.0,No,Tier 1,-1,Early,Same,1015.053
ORD1454,CUST134,Home & Kitchen,DEBIT CARD,1137.04,10,5,5,4.0,No,Tier 2,0,On-Time,True,1023.336
ORD1455,CUST291,Electronics,UPI,1091.185,5,2,2,4.0,No,Tier 2,0,On-Time,True,1036.62575
ORD1456,CUST148,Electronics,CASH ON DELIVERY,1091.185,5,7,8,4.0,No,Tier 3,1,Unknown,True,1036.62575
ORD1457,CUST116,Fashion,CREDIT CARD,1006.55,0,3,3,1.0,No,Tier 1,0,On-Time,True,1006.55
ORD1458,CUST271,Home & Kitchen,UPI,1137.04,5,7,6,4.0,Yes,Tier 2,-1,Early,True,1080.1879999999999
ORD1459,CUST319,Electronics,UPI,1091.185,0,6,6,5.0,No,Tier 2,0,On-Time,True,1091.185
ORD1460,CUST257,Fashion,UPI,1006.55,10,7,7,4.0,No,Tier 1,0,On-Time,True,905.895
ORD1461,CUST320,Home & Kitchen,CREDIT CARD,1137.04,0,2,2,3.0,No,Tier 2,0,On-Time,True,1137.04
ORD1462,CUST145,Fashion,CASH ON DELIVERY,1006.55,30,2,2,3.0,No,Tier 1,0,On-Time,True,704.5849999999999
ORD1463,CUST216,Books,UPI,1146.7800000000002,10,7,8,5.0,No,Tier 3,1,Unknown,True,1032.1020000000003
ORD1464,CUST105,Electronics,DEBIT CARD,1091.185,15,4,4,2.0,No,Tier 1,0,On-Time,True,927.5072499999999
ORD1465,CUST198,Electronics,CREDIT CARD,1091.185,10,3,3,4.0,No,Tier 2,0,On-Time,True,982.0665
ORD1466,CUST223,Home & Kitchen,CASH ON DELIVERY,1137.04,10,4,4,3.0,No,Tier 1,0,On-Time,True,1023.336
ORD1467,CUST332,Fashion,DEBIT CARD,1006.55,30,7,14,1.0,No,Tier 3,7,Severe Delay,True,704.5849999999999
ORD1468,CUST136,Home & Kitchen,UPI,1137.04,0,3,7,3.0,No,Tier 1,4,Severe Delay,True,1137.04
ORD1469,CUST123,Fashion,UPI,1006.55,5,5,7,3.0,No,Tier 3,2,Unknown,True,956.2225
ORD1470,CUST192,Electronics,DEBIT CARD,1091.185,20,4,4,4.0,No,Tier 3,0,On-Time,True,872.948
ORD1471,CUST340,Books,CREDIT CARD,1146.7800000000002,0,4,3,5.0,No,Tier 1,-1,Early,True,1146.7800000000002
ORD1472,CUST145,Books,UPI,1146.7800000000002,0,7,7,3.0,No,Tier 3,0,On-Time,True,1146.7800000000002
ORD1473,CUST280,Home & Kitchen,UPI,1137.04,5,6,6,5.0,No,Tier 3,0,On-Time,True,1080.1879999999999
ORD1474,CUST194,Fashion,DEBIT CARD,1006.55,0,7,7,1.0,No,Tier 1,0,On-Time,True,1006.55
ORD1475,CUST198,Home & Kitchen,DEBIT CARD,1137.04,10,4,5,4.0,No,Tier 1,1,Unknown,True,1023.336
ORD1476,CUST287,Fashion,UPI,1006.55,5,3,5,1.0,No,Tier 2,2,Unknown,True,956.2225
ORD1477,CUST324,Electronics,CREDIT CARD,1091.185,30,6,8,5.0,No,Tier 1,2,Unknown,True,763.8294999999999
ORD1478,CUST215,Beauty,UPI,1194.18,20,7,7,4.0,No,Tier 1,0,On-Time,Same,955.344
ORD1479,CUST290,Electronics,CREDIT CARD,1091.185,15,7,8,4.0,No,Tier 1,1,Unknown,True,927.5072499999999
ORD1480,CUST312,Beauty,CASH ON DELIVERY,1194.18,15,4,4,5.0,Yes,Tier 1,0,On-Time,Same,1015.053
ORD1481,CUST259,Fashion,CASH ON DELIVERY,1006.55,30,4,3,4.0,No,Tier 1,-1,Early,True,704.5849999999999
ORD1482,CUST314,Electronics,UPI,1091.185,5,5,6,4.0,No,Tier 1,1,Unknown,True,1036.62575
ORD1483,CUST260,Fashion,UPI,1006.55,30,7,6,4.0,No,Tier 3,-1,Early,True,704.5849999999999
ORD1484,CUST166,Beauty,UPI,1194.18,20,4,4,5.0,No,Tier 2,0,On-Time,Same,955.344
ORD1485,CUST227,Home & Kitchen,CASH ON DELIVERY,1137.04,15,2,2,4.0,No,Tier 1,0,On-Time,True,966.4839999999999
ORD1486,CUST117,Books,CREDIT CARD,1146.7800000000002,10,6,7,2.0,Yes,Tier 2,1,Unknown,True,1032.1020000000003
ORD1487,CUST124,Home & Kitchen,CREDIT CARD,1137.04,5,2,3,4.0,No,Tier 2,1,Unknown,True,1080.1879999999999
ORD1488,CUST333,Home & Kitchen,UPI,1137.04,10,6,6,2.0,No,Tier 3,0,On-Time,True,1023.336
ORD1489,CUST322,Books,UPI,1146.7800000000002,20,7,9,4.0,No,Tier 1,2,Unknown,True,917.4240000000002
ORD1490,CUST153,Electronics,CREDIT CARD,1091.185,0,5,5,4.0,Yes,Tier 1,0,On-Time,True,1091.185
ORD1491,CUST157,Fashion,CASH ON DELIVERY,1006.55,20,4,4,4.0,No,Tier 3,0,On-Time,True,805.24
ORD1492,CUST166,Electronics,DEBIT CARD,1091.185,5,4,5,1.0,No,Tier 3,1,Unknown,True,1036.62575
ORD1493,CUST203,Beauty,DEBIT CARD,1194.18,0,4,5,2.0,No,Tier 2,1,Unknown,Same,1194.18
ORD1494,CUST273,Beauty,DEBIT CARD,1194.18,0,7,14,4.0,No,Tier 2,7,Severe Delay,Same,1194.18
ORD1495,CUST123,Electronics,UPI,1091.185,0,6,6,4.0,No,Tier 1,0,On-Time,True,1091.185
ORD1496,CUST213,Home & Kitchen,UPI,1137.04,10,4,5,3.0,No,Tier 2,1,Unknown,True,1023.336
ORD1497,CUST131,Beauty,CASH ON DELIVERY,1194.18,5,2,3,3.0,No,Tier 1,1,Unknown,Same,1134.471
ORD1498,CUST274,Electronics,UPI,1091.185,50,4,8,4.0,No,Tier 1,4,Severe Delay,True,545.5925
ORD1499,CUST185,Home & Kitchen,CASH ON DELIVERY,1137.04,10,7,7,4.0,Yes,Tier 3,0,On-Time,True,1023.336
ORD1500,CUST250,Beauty,CASH ON DELIVERY,1194.18,0,5,6,3.0,No,Tier 1,1,Unknown,Same,1194.18
ORD1501,CUST293,Electronics,UPI,1091.185,15,2,2,3.0,No,Tier 2,0,On-Time,True,927.5072499999999
ORD1502,CUST226,Home & Kitchen,DEBIT CARD,1137.04,30,4,4,3.0,No,Tier 3,0,On-Time,True,795.9279999999999
ORD1503,CUST254,Fashion,UPI,1006.55,15,4,4,4.0,No,Tier 1,0,On-Time,True,855.5675
ORD1504,CUST333,Beauty,UPI,1194.18,0,3,3,2.0,Yes,Tier 3,0,On-Time,Same,1194.18
ORD1505,CUST229,Beauty,UPI,1194.18,30,6,6,3.0,Yes,Tier 3,0,On-Time,Same,835.926
ORD1506,CUST317,Beauty,UPI,1194.18,20,2,4,1.0,No,Tier 2,2,Unknown,Same,955.344
ORD1507,CUST116,Fashion,UPI,1006.55,0,3,3,3.0,No,Tier 1,0,On-Time,True,1006.55
ORD1508,CUST203,Beauty,CASH ON DELIVERY,1194.18,0,5,6,4.0,No,Tier 1,1,Unknown,Same,1194.18
ORD1509,CUST260,Books,CASH ON DELIVERY,1146.7800000000002,10,6,6,3.0,No,Tier 1,0,On-Time,True,1032.1020000000003
ORD1510,CUST236,Fashion,CREDIT CARD,1006.55,0,2,1,2.0,No,Tier 1,-1,Early,True,1006.55
ORD1511,CUST142,Books,UPI,1146.7800000000002,20,4,4,4.0,Yes,Tier 1,0,On-Time,True,917.4240000000002
ORD1512,CUST345,Electronics,CASH ON DELIVERY,1091.185,5,2,2,1.0,Yes,Tier 3,0,On-Time,True,1036.62575
ORD1513,CUST275,Home & Kitchen,CREDIT CARD,1137.04,30,4,4,2.0,No,Tier 1,0,On-Time,True,795.9279999999999
ORD1514,CUST138,Electronics,CASH ON DELIVERY,1091.185,10,6,6,5.0,No,Tier 2,0,On-Time,True,982.0665
ORD1515,CUST320,Electronics,UPI,1091.185,0,4,4,4.0,No,Tier 1,0,On-Time,True,1091.185
ORD1516,CUST269,Electronics,DEBIT CARD,1091.185,0,5,5,5.0,No,Tier 2,0,On-Time,True,1091.185
ORD1517,CUST346,Home & Kitchen,UPI,1137.04,10,7,7,5.0,No,Tier 3,0,On-Time,True,1023.336
ORD1518,CUST125,Fashion,UPI,1006.55,20,4,4,4.0,No,Tier 1,0,On-Time,True,805.24
ORD1519,CUST198,Home & Kitchen,CASH ON DELIVERY,1137.04,20,5,4,1.0,No,Tier 1,-1,Early,True,909.6320000000001
ORD1520,CUST149,Electronics,CASH ON DELIVERY,1091.185,5,7,11,4.0,No,Tier 2,4,Severe Delay,True,1036.62575
ORD1521,CUST252,Fashion,UPI,1006.55,5,6,8,5.0,Yes,Tier 2,2,Unknown,True,956.2225
ORD1522,CUST251,Fashion,UPI,1006.55,0,6,7,4.0,Yes,Tier 2,1,Unknown,True,1006.55
ORD1523,CUST112,Books,DEBIT CARD,1146.7800000000002,15,2,1,4.0,No,Tier 1,-1,Early,True,974.7630000000001
ORD1524,CUST159,Fashion,CASH ON DELIVERY,1006.55,0,5,6,3.0,No,Tier 1,1,Unknown,True,1006.55
ORD1525,CUST349,Home & Kitchen,CASH ON DELIVERY,1137.04,10,5,7,5.0,No,Tier 3,2,Unknown,True,1023.336
ORD1526,CUST234,Beauty,DEBIT CARD,1194.18,15,3,4,4.0,No,Tier 3,1,Unknown,Same,1015.053
ORD1527,CUST156,Home & Kitchen,CREDIT CARD,1137.04,30,3,2,4.0,No,Tier 2,-1,Early,True,795.9279999999999
ORD1528,CUST135,Electronics,DEBIT CARD,1091.185,5,7,8,2.0,Yes,Tier 3,1,Unknown,True,1036.62575
ORD1529,CUST272,Electronics,UPI,1091.185,5,7,9,3.0,No,Tier 2,2,Unknown,True,1036.62575
ORD1530,CUST119,Beauty,CASH ON DELIVERY,1194.18,15,3,3,3.0,No,Tier 1,0,On-Time,Same,1015.053
ORD1531,CUST164,Electronics,UPI,1091.185,15,7,8,4.0,No,Tier 1,1,Unknown,True,927.5072499999999
ORD1532,CUST107,Beauty,UPI,1194.18,5,4,4,2.0,No,Tier 1,0,On-Time,Same,1134.471
ORD1533,CUST337,Fashion,CASH ON DELIVERY,1006.55,30,3,3,1.0,No,Tier 2,0,On-Time,True,704.5849999999999
ORD1534,CUST243,Beauty,DEBIT CARD,1194.18,20,5,4,4.0,No,Tier 1,-1,Early,Same,955.344
ORD1535,CUST241,Books,UPI,1146.7800000000002,5,4,5,1.0,No,Tier 1,1,Unknown,True,1089.441
ORD1536,CUST303,Beauty,CASH ON DELIVERY,1194.18,5,7,6,5.0,No,Tier 2,-1,Early,Same,1134.471
ORD1537,CUST214,Fashion,CREDIT CARD,1006.55,10,6,6,3.0,No,Tier 2,0,On-Time,True,905.895
ORD1538,CUST314,Books,CREDIT CARD,1146.7800000000002,20,2,2,5.0,No,Tier 2,0,On-Time,True,917.4240000000002
ORD1539,CUST242,Fashion,UPI,1006.55,0,3,3,4.0,Yes,Tier 3,0,On-Time,True,1006.55
ORD1540,CUST191,Fashion,CASH ON DELIVERY,1006.55,15,6,5,5.0,Yes,Tier 1,-1,Early,True,855.5675
ORD1541,CUST197,Home & Kitchen,CREDIT CARD,1137.04,15,7,8,5.0,No,Tier 2,1,Unknown,True,966.4839999999999
ORD1542,CUST165,Beauty,DEBIT CARD,1194.18,5,5,6,1.0,No,Tier 2,1,Unknown,Same,1134.471
ORD1543,CUST131,Beauty,CASH ON DELIVERY,1194.18,15,2,2,1.0,No,Tier 2,0,On-Time,Same,1015.053
ORD1544,CUST314,Books,DEBIT CARD,1146.7800000000002,30,6,5,3.0,No,Tier 1,-1,Early,True,802.7460000000001
ORD1545,CUST290,Fashion,DEBIT CARD,1006.55,0,2,1,4.0,No,Tier 1,-1,Early,True,1006.55
ORD1546,CUST185,Fashion,CREDIT CARD,1006.55,5,3,5,5.0,No,Tier 3,2,Unknown,True,956.2225
ORD1547,CUST150,Home & Kitchen,CASH ON DELIVERY,1137.04,10,7,7,4.0,No,Tier 2,0,On-Time,True,1023.336
ORD1548,CUST252,Electronics,UPI,1091.185,30,5,5,4.0,No,Tier 3,0,On-Time,True,763.8294999999999
ORD1549,CUST285,Electronics,CREDIT CARD,1091.185,50,7,6,2.0,No,Tier 2,-1,Early,True,545.5925
ORD1550,CUST162,Fashion,CREDIT CARD,1006.55,10,2,3,5.0,Yes,Tier 2,1,Unknown,True,905.895
ORD1551,CUST289,Fashion,CASH ON DELIVERY,1006.55,20,6,8,4.0,No,Tier 3,2,Unknown,True,805.24
ORD1552,CUST224,Fashion,CASH ON DELIVERY,1006.55,10,3,5,3.0,No,Tier 2,2,Unknown,True,905.895
ORD1553,CUST249,Electronics,DEBIT CARD,1091.185,10,3,4,4.0,Yes,Tier 1,1,Unknown,True,982.0665
ORD1554,CUST157,Electronics,CASH ON DELIVERY,1091.185,5,7,6,2.0,Yes,Tier 2,-1,Early,True,1036.62575
ORD1555,CUST157,Electronics,DEBIT CARD,1091.185,5,6,5,4.0,No,Tier 3,-1,Early,True,1036.62575
ORD1556,CUST185,Beauty,CREDIT CARD,1194.18,5,6,5,4.0,No,Tier 1,-1,Early,Same,1134.471
ORD1557,CUST148,Fashion,UPI,1006.55,10,2,2,2.0,No,Tier 1,0,On-Time,True,905.895
ORD1558,CUST279,Fashion,UPI,1006.55,0,7,6,3.0,No,Tier 1,-1,Early,True,1006.55
ORD1559,CUST269,Home & Kitchen,CREDIT CARD,1137.04,30,7,7,3.0,No,Tier 3,0,On-Time,True,795.9279999999999
ORD1560,CUST169,Electronics,CASH ON DELIVERY,1091.185,0,4,4,4.0,No,Tier 1,0,On-Time,True,1091.185
ORD1561,CUST114,Beauty,UPI,1194.18,5,7,11,4.0,No,Tier 2,4,Severe Delay,Same,1134.471
ORD1562,CUST153,Books,UPI,1146.7800000000002,10,3,4,1.0,No,Tier 1,1,Unknown,True,1032.1020000000003
ORD1563,CUST334,Electronics,UPI,1091.185,15,2,4,4.0,No,Tier 1,2,Unknown,True,927.5072499999999
ORD1564,CUST287,Fashion,DEBIT CARD,1006.55,0,6,7,4.0,No,Tier 2,1,Unknown,True,1006.55
ORD1565,CUST200,Beauty,UPI,1194.18,5,7,6,3.0,No,Tier 1,-1,Early,Same,1134.471
ORD1566,CUST324,Beauty,DEBIT CARD,1194.18,50,2,3,1.0,No,Tier 2,1,Unknown,Same,597.09
ORD1567,CUST107,Fashion,CREDIT CARD,1006.55,5,7,7,4.0,No,Tier 2,0,On-Time,True,956.2225
ORD1568,CUST152,Home & Kitchen,UPI,1137.04,5,6,7,4.0,No,Tier 3,1,Unknown,True,1080.1879999999999
ORD1569,CUST159,Electronics,CREDIT CARD,1091.185,20,5,5,3.0,No,Tier 1,0,On-Time,True,872.948
ORD1570,CUST335,Beauty,DEBIT CARD,1194.18,0,6,13,3.0,No,Tier 3,7,Severe Delay,Same,1194.18
ORD1571,CUST207,Electronics,UPI,1091.185,10,6,6,2.0,Yes,Tier 2,0,On-Time,True,982.0665
ORD1572,CUST104,Beauty,DEBIT CARD,1194.18,5,6,6,4.0,No,Tier 3,0,On-Time,Same,1134.471
ORD1573,CUST202,Home & Kitchen,UPI,1137.04,5,7,11,2.0,No,Tier 2,4,Severe Delay,True,1080.1879999999999
ORD1574,CUST295,Home & Kitchen,DEBIT CARD,1137.04,5,4,3,3.0,No,Tier 2,-1,Early,True,1080.1879999999999
ORD1575,CUST105,Fashion,UPI,1006.55,0,6,7,4.0,No,Tier 3,1,Unknown,True,1006.55
ORD1576,CUST208,Electronics,DEBIT CARD,1091.185,5,3,4,4.0,Yes,Tier 3,1,Unknown,True,1036.62575
ORD1577,CUST323,Electronics,UPI,1091.185,0,3,5,3.0,No,Tier 1,2,Unknown,True,1091.185
ORD1578,CUST215,Electronics,DEBIT CARD,1091.185,20,2,9,3.0,Yes,Tier 1,7,Severe Delay,True,872.948
ORD1579,CUST193,Electronics,UPI,1091.185,5,4,11,4.0,No,Tier 1,7,Severe Delay,True,1036.62575
ORD1580,CUST146,Books,UPI,1146.7800000000002,10,2,1,1.0,No,Tier 1,-1,Early,True,1032.1020000000003
ORD1581,CUST198,Fashion,UPI,1006.55,30,3,5,1.0,Yes,Tier 1,2,Unknown,True,704.5849999999999
ORD1582,CUST154,Electronics,CASH ON DELIVERY,1091.185,15,3,4,5.0,No,Tier 1,1,Unknown,True,927.5072499999999
ORD1583,CUST267,Beauty,CREDIT CARD,1194.18,0,5,6,1.0,Yes,Tier 3,1,Unknown,Same,1194.18
ORD1584,CUST151,Beauty,UPI,1194.18,30,6,5,4.0,Yes,Tier 1,-1,Early,Same,835.926
ORD1585,CUST243,Beauty,UPI,1194.18,5,3,4,5.0,No,Tier 2,1,Unknown,Same,1134.471
ORD1586,CUST112,Beauty,UPI,1194.18,0,7,14,3.0,No,Tier 1,7,Severe Delay,Same,1194.18
ORD1587,CUST213,Electronics,CASH ON DELIVERY,1091.185,20,7,11,3.0,No,Tier 1,4,Severe Delay,True,872.948
ORD1588,CUST223,Fashion,UPI,1006.55,10,2,2,4.0,No,Tier 1,0,On-Time,True,905.895
ORD1589,CUST205,Books,CASH ON DELIVERY,1146.7800000000002,10,2,1,5.0,No,Tier 1,-1,Early,True,1032.1020000000003
ORD1590,CUST257,Home & Kitchen,UPI,1137.04,5,6,6,5.0,No,Tier 2,0,On-Time,True,1080.1879999999999
ORD1591,CUST246,Electronics,DEBIT CARD,1091.185,10,6,8,4.0,Yes,Tier 3,2,Unknown,True,982.0665
ORD1592,CUST244,Books,CREDIT CARD,1146.7800000000002,5,5,6,2.0,Yes,Tier 1,1,Unknown,True,1089.441
ORD1593,CUST219,Electronics,CREDIT CARD,1091.185,30,4,4,4.0,No,Tier 2,0,On-Time,True,763.8294999999999
ORD1594,CUST162,Electronics,CASH ON DELIVERY,1091.185,5,2,1,3.0,No,Tier 2,-1,Early,True,1036.62575
ORD1595,CUST118,Fashion,CREDIT CARD,1006.55,30,6,6,4.0,No,Tier 3,0,On-Time,True,704.5849999999999
ORD1596,CUST191,Home & Kitchen,CASH ON DELIVERY,1137.04,10,2,2,1.0,No,Tier 2,0,On-Time,True,1023.336
ORD1597,CUST157,Home & Kitchen,CASH ON DELIVERY,1137.04,20,6,10,2.0,No,Tier 2,4,Severe Delay,True,909.6320000000001
ORD1598,CUST282,Electronics,CASH ON DELIVERY,1091.185,15,3,4,4.0,Yes,Tier 2,1,Unknown,True,927.5072499999999
ORD1599,CUST189,Beauty,CREDIT CARD,1194.18,15,2,2,4.0,No,Tier 3,0,On-Time,Same,1015.053
ORD1600,CUST328,Fashion,CASH ON DELIVERY,1006.55,5,3,3,3.0,No,Tier 1,0,On-Time,True,956.2225
ORD1601,CUST317,Electronics,CREDIT CARD,1091.185,5,2,1,3.0,No,Tier 1,-1,Early,True,1036.62575
ORD1602,CUST216,Beauty,CASH ON DELIVERY,1194.18,5,4,11,5.0,No,Tier 3,7,Severe Delay,Same,1134.471
ORD1603,CUST161,Beauty,UPI,1194.18,30,5,5,4.0,Yes,Tier 2,0,On-Time,Same,835.926
ORD1604,CUST122,Beauty,CASH ON DELIVERY,1194.18,20,7,7,3.0,No,Tier 2,0,On-Time,Same,955.344
ORD1605,CUST226,Books,UPI,1146.7800000000002,10,7,7,2.0,No,Tier 2,0,On-Time,True,1032.1020000000003
ORD1606,CUST236,Home & Kitchen,CASH ON DELIVERY,1137.04,0,7,8,3.0,Yes,Tier 1,1,Unknown,True,1137.04
ORD1607,CUST239,Home & Kitchen,DEBIT CARD,1137.04,5,3,4,5.0,No,Tier 2,1,Unknown,True,1080.1879999999999
ORD1608,CUST344,Electronics,CASH ON DELIVERY,1091.185,15,6,7,4.0,No,Tier 2,1,Unknown,True,927.5072499999999
ORD1609,CUST228,Fashion,UPI,1006.55,10,7,7,4.0,No,Tier 1,0,On-Time,True,905.895
ORD1610,CUST157,Fashion,UPI,1006.55,20,4,4,4.0,Yes,Tier 2,0,On-Time,True,805.24
ORD1611,CUST221,Fashion,CREDIT CARD,1006.55,50,7,6,3.0,No,Tier 3,-1,Early,True,503.275
ORD1612,CUST100,Home & Kitchen,UPI,1137.04,0,2,3,5.0,No,Tier 1,1,Unknown,True,1137.04
ORD1613,CUST338,Fashion,CASH ON DELIVERY,1006.55,10,3,2,4.0,No,Tier 2,-1,Early,True,905.895
ORD1614,CUST133,Electronics,CREDIT CARD,1091.185,10,2,2,2.0,No,Tier 1,0,On-Time,True,982.0665
ORD1615,CUST195,Electronics,UPI,1091.185,5,2,4,2.0,No,Tier 2,2,Unknown,True,1036.62575
ORD1616,CUST225,Home & Kitchen,CASH ON DELIVERY,1137.04,0,2,4,4.0,No,Tier 1,2,Unknown,True,1137.04
ORD1617,CUST217,Electronics,DEBIT CARD,1091.185,0,5,5,5.0,No,Tier 2,0,On-Time,True,1091.185
ORD1618,CUST147,Beauty,CASH ON DELIVERY,1194.18,30,5,5,3.0,No,Tier 3,0,On-Time,Same,835.926
ORD1619,CUST188,Fashion,UPI,1006.55,10,6,5,5.0,No,Tier 1,-1,Early,True,905.895
ORD1620,CUST331,Fashion,UPI,1006.55,10,3,4,4.0,Yes,Tier 3,1,Unknown,True,905.895
ORD1621,CUST336,Home & Kitchen,DEBIT CARD,1137.04,30,4,6,3.0,No,Tier 3,2,Unknown,True,795.9279999999999
ORD1622,CUST216,Books,CREDIT CARD,1146.7800000000002,20,4,4,1.0,No,Tier 1,0,On-Time,True,917.4240000000002
ORD1623,CUST228,Fashion,UPI,1006.55,0,4,4,2.0,No,Tier 1,0,On-Time,True,1006.55
ORD1624,CUST115,Home & Kitchen,CASH ON DELIVERY,1137.04,10,2,4,4.0,No,Tier 3,2,Unknown,True,1023.336
ORD1625,CUST288,Home & Kitchen,UPI,1137.04,10,5,7,2.0,No,Tier 3,2,Unknown,True,1023.336
ORD1626,CUST330,Fashion,CREDIT CARD,1006.55,20,3,3,3.0,No,Tier 1,0,On-Time,True,805.24
ORD1627,CUST291,Beauty,DEBIT CARD,1194.18,15,2,2,4.0,No,Tier 1,0,On-Time,Same,1015.053
ORD1628,CUST290,Books,UPI,1146.7800000000002,15,5,5,4.0,No,Tier 1,0,On-Time,True,974.7630000000001
ORD1629,CUST168,Home & Kitchen,DEBIT CARD,1137.04,5,5,4,2.0,No,Tier 3,-1,Early,True,1080.1879999999999
ORD1630,CUST121,Beauty,CASH ON DELIVERY,1194.18,20,7,11,3.0,No,Tier 1,4,Severe Delay,Same,955.344
ORD1631,CUST192,Beauty,UPI,1194.18,0,7,9,4.0,Yes,Tier 2,2,Unknown,Same,1194.18
ORD1632,CUST346,Home & Kitchen,UPI,1137.04,0,3,4,4.0,No,Tier 3,1,Unknown,True,1137.04
ORD1633,CUST294,Books,UPI,1146.7800000000002,5,3,2,5.0,No,Tier 1,-1,Early,True,1089.441
ORD1634,CUST175,Home & Kitchen,CASH ON DELIVERY,1137.04,0,3,5,2.0,No,Tier 2,2,Unknown,True,1137.04
ORD1635,CUST253,Home & Kitchen,CREDIT CARD,1137.04,5,2,2,5.0,No,Tier 1,0,On-Time,True,1080.1879999999999
ORD1636,CUST243,Home & Kitchen,UPI,1137.04,20,6,6,4.0,No,Tier 3,0,On-Time,True,909.6320000000001
ORD1637,CUST278,Books,UPI,1146.7800000000002,30,3,3,4.0,No,Tier 1,0,On-Time,True,802.7460000000001
ORD1638,CUST328,Electronics,UPI,1091.185,5,7,6,4.0,No,Tier 2,-1,Early,True,1036.62575
ORD1639,CUST185,Beauty,UPI,1194.18,5,6,7,3.0,No,Tier 2,1,Unknown,Same,1134.471
ORD1640,CUST284,Beauty,UPI,1194.18,5,2,2,2.0,No,Tier 1,0,On-Time,Same,1134.471
ORD1641,CUST128,Electronics,DEBIT CARD,1091.185,5,6,6,4.0,No,Tier 1,0,On-Time,True,1036.62575
ORD1642,CUST305,Books,UPI,1146.7800000000002,0,4,4,4.0,No,Tier 1,0,On-Time,True,1146.7800000000002
ORD1643,CUST319,Electronics,UPI,1091.185,30,6,6,4.0,No,Tier 1,0,On-Time,True,763.8294999999999
ORD1644,CUST168,Fashion,CREDIT CARD,1006.55,5,3,2,3.0,Yes,Tier 3,-1,Early,True,956.2225
ORD1645,CUST146,Home & Kitchen,DEBIT CARD,1137.04,10,2,2,5.0,No,Tier 3,0,On-Time,True,1023.336
ORD1646,CUST340,Electronics,DEBIT CARD,1091.185,0,3,5,4.0,No,Tier 2,2,Unknown,True,1091.185
ORD1647,CUST193,Books,CREDIT CARD,1146.7800000000002,30,7,6,2.0,Yes,Tier 2,-1,Early,True,802.7460000000001
ORD1648,CUST337,Books,UPI,1146.7800000000002,15,4,3,3.0,Yes,Tier 2,-1,Early,True,974.7630000000001
ORD1649,CUST289,Fashion,CASH ON DELIVERY,1006.55,30,7,7,4.0,No,Tier 3,0,On-Time,True,704.5849999999999
ORD1650,CUST343,Electronics,CREDIT CARD,1091.185,20,3,5,4.0,No,Tier 1,2,Unknown,True,872.948
ORD1651,CUST296,Fashion,UPI,1006.55,5,3,3,4.0,No,Tier 1,0,On-Time,True,956.2225
ORD1652,CUST303,Home & Kitchen,CREDIT CARD,1137.04,5,3,3,5.0,No,Tier 1,0,On-Time,True,1080.1879999999999
ORD1653,CUST243,Beauty,CREDIT CARD,1194.18,15,5,5,3.0,Yes,Tier 2,0,On-Time,Same,1015.053
ORD1654,CUST317,Home & Kitchen,UPI,1137.04,5,4,4,3.0,No,Tier 1,0,On-Time,True,1080.1879999999999
ORD1655,CUST317,Fashion,UPI,1006.55,10,3,2,5.0,No,Tier 1,-1,Early,True,905.895
