Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier
ORD1617,CUST217,Electronics,Debit Card,774.98,0,5,5,5.0,No,Tier 2
ORD1618,CUST147,Beauty,Cash on Delivery,842.28,30,5,5,3.0,No,Tier 3
ORD1619,CUST188,Fashion,UPI,1882.08,10,6,5,5.0,No,Tier 1
ORD1620,CUST331,Fashion,UPI,,10,3,4,4.0,Yes,Tier 3
ORD1621,CUST336,Home & Kitchen,Debit Card,576.04,30,4,6,3.0,No,Tier 3
ORD1622,CUST216,Books,Credit Card,1074.77,20,4,4,1.0,No,Tier 1
ORD1623,CUST228,Fashion,upi,575.76,0,4,4,2.0,No,Tier 1
ORD1624,CUST115,Home & Kitchen,Cash on Delivery,1388.03,10,2,4,4.0,No,Tier 3
ORD1625,CUST288,Home & Kitchen,UPI,989.03,10,5,7,2.0,No,Tier 3
ORD1626,CUST330,Fashion,Credit Card,738.76,20,3,3,3.0,No,Tier 1
ORD1627,CUST291,Beauty,Debit Card,3776.03,15,2,2,4.0,No,Tier 1
ORD1628,CUST290,Books,UPI,1400.13,15,5,5,4.0,No,Tier 1
ORD1629,CUST168,Home & Kitchen,Debit Card,367.03,5,5,4,2.0,No,Tier 3
ORD1630,CUST121,Beauty,Cash on Delivery,1185.43,20,7,11,3.0,No,Tier 1
ORD1631,CUST192,Beauty,upi,2020.95,0,7,9,4.0,Yes,Tier 2
ORD1632,CUST346,Home & Kitchen,UPI,1679.22,0,3,4,4.0,No,Tier 3
ORD1633,CUST294,Books,UPI,426.62,5,3,2,5.0,No,Tier 1
ORD1634,CUST175,Home & Kitchen,Cash on Delivery,4508.8,0,3,5,2.0,No,Tier 2
ORD1635,CUST253,Home & Kitchen,Credit Card,914.82,5,2,2,5.0,No,Tier 1
ORD1636,CUST243,Home & Kitchen,upi,407.83,20,6,6,4.0,No,Tier 3
ORD1637,CUST278,Books,UPI,438.43,30,3,3,4.0,No,Tier 1
ORD1638,CUST328,Electronics,upi,324.08,5,7,6,4.0,No,Tier 2
ORD1639,CUST185,Beauty,UPI,2152.62,5,6,7,3.0,No,Tier 2
ORD1640,CUST284,Beauty,upi,356.17,5,2,2,2.0,No,Tier 1
ORD1641,CUST128,Electronics,Debit Card,360.41,5,6,6,4.0,No,Tier 1
ORD1642,CUST305,Books,UPI,2480.32,0,4,4,4.0,No,Tier 1
ORD1643,CUST319,Electronics,upi,707.02,30,6,6,4.0,No,Tier 1
ORD1644,CUST168,Fashion,Credit Card,237.61,5,3,2,3.0,Yes,Tier 3
ORD1645,CUST146,Home & Kitchen,Debit Card,263.95,10,2,2,5.0,No,Tier 3
ORD1646,CUST340,Electronics,Debit Card,384.02,0,3,5,4.0,No,Tier 2
ORD1647,CUST193,Books,Credit Card,488.03,30,7,6,2.0,Yes,Tier 2
ORD1648,CUST337,Books,upi,1512.87,15,4,3,3.0,Yes,Tier 2
ORD1649,CUST289,Fashion,Cash on Delivery,405.41,30,7,7,4.0,No,Tier 3
ORD1650,CUST343,Electronics,Credit Card,351.87,20,3,5,4.0,No,Tier 1
ORD1651,CUST296,Fashion,upi,1936.37,5,3,3,4.0,No,Tier 1
ORD1652,CUST303,Home & Kitchen,Credit Card,1534.24,5,3,3,5.0,No,Tier 1
ORD1653,CUST243,Beauty,Credit Card,885.8,15,5,5,3.0,Yes,Tier 2
ORD1654,CUST317,Home & Kitchen,UPI,1156.37,5,4,4,3.0,No,Tier 1
ORD1655,CUST317,Fashion,upi,648.73,10,3,2,5.0,No,Tier 1
ORD1656,CUST275,Home & Kitchen,Cash on Delivery,990.5,0,3,4,5.0,No,Tier 1
ORD1657,CUST184,Fashion,UPI,1047.9,0,7,8,4.0,No,Tier 2
ORD1658,CUST138,Books,Credit Card,787.73,10,7,7,5.0,No,Tier 1
ORD1659,CUST199,Electronics,Credit Card,3044.68,10,3,4,2.0,Yes,Tier 1
ORD1660,CUST132,Books,Credit Card,219.43,20,2,3,5.0,Yes,Tier 1
ORD1661,CUST321,Fashion,upi,2028.86,0,5,5,3.0,Yes,Tier 1
ORD1662,CUST200,Beauty,upi,359.39,10,7,7,2.0,No,Tier 2
ORD1663,CUST122,Fashion,UPI,2116.7,0,2,1,3.0,No,Tier 1
ORD1664,CUST349,Home & Kitchen,Cash on Delivery,1348.26,0,5,4,3.0,No,Tier 1
ORD1665,CUST109,Beauty,UPI,2423.94,10,3,4,3.0,No,Tier 2
ORD1666,CUST345,Electronics,Debit Card,323.12,0,4,6,3.0,No,Tier 1
ORD1667,CUST168,Beauty,Credit Card,1182.4,5,6,10,2.0,No,Tier 1
ORD1668,CUST199,Home & Kitchen,Credit Card,1034.39,5,6,7,3.0,No,Tier 3
ORD1669,CUST133,Electronics,Credit Card,1669.8,5,3,3,4.0,Yes,Tier 1
ORD1670,CUST279,Fashion,UPI,1117.03,0,7,6,3.0,No,Tier 1
ORD1671,CUST322,Home & Kitchen,UPI,1133.75,0,2,4,3.0,No,Tier 1
ORD1672,CUST237,Electronics,Credit Card,873.69,0,4,4,4.0,No,Tier 2
ORD1673,CUST349,Home & Kitchen,UPI,643.25,0,5,6,5.0,No,Tier 2
ORD1674,CUST246,Fashion,upi,989.95,15,3,4,4.0,No,Tier 2
ORD1675,CUST285,Home & Kitchen,upi,351.35,5,4,5,3.0,No,Tier 2
ORD1676,CUST195,Electronics,UPI,4108.93,5,4,6,4.0,No,Tier 1
ORD1677,CUST100,Beauty,Credit Card,1703.84,5,7,6,2.0,No,Tier 1
ORD1678,CUST347,Beauty,UPI,3855.6,15,5,6,2.0,No,Tier 3
ORD1679,CUST168,Beauty,UPI,508.55,30,4,6,3.0,No,Tier 3
ORD1680,CUST336,Home & Kitchen,UPI,2737.74,20,7,7,5.0,No,Tier 1
ORD1681,CUST103,Electronics,Debit Card,2185.26,15,2,3,3.0,No,Tier 2
ORD1682,CUST115,Books,upi,1556.69,10,7,7,1.0,No,Tier 1
ORD1683,CUST123,Electronics,Cash on Delivery,1377.09,15,2,6,2.0,No,Tier 1
ORD1684,CUST179,Electronics,Cash on Delivery,656.72,10,2,1,5.0,No,Tier 1
ORD1685,CUST346,Fashion,Debit Card,2234.07,5,4,4,4.0,No,Tier 1
ORD1686,CUST101,Fashion,UPI,1035.42,5,7,7,3.0,No,Tier 2
ORD1687,CUST340,Books,Debit Card,288.24,5,2,3,4.0,Yes,Tier 2
ORD1688,CUST319,Home & Kitchen,Debit Card,650.27,30,5,5,4.0,Yes,Tier 1
ORD1689,CUST227,Fashion,Credit Card,3485.54,10,4,4,4.0,No,Tier 1
ORD1690,CUST259,Fashion,upi,,15,7,7,3.0,No,Tier 3
ORD1691,CUST318,Beauty,Cash on Delivery,5014.59,5,7,11,5.0,No,Tier 1
ORD1692,CUST183,Fashion,UPI,1386.61,10,6,6,3.0,No,Tier 2
ORD1693,CUST251,Fashion,Cash on Delivery,541.24,0,7,6,4.0,Yes,Tier 1
ORD1694,CUST239,Electronics,Cash on Delivery,413.25,0,4,5,1.0,No,Tier 2
ORD1695,CUST277,Books,upi,448.3,20,5,5,3.0,No,Tier 1
ORD1696,CUST262,Home & Kitchen,Cash on Delivery,223.99,10,7,11,3.0,No,Tier 1
ORD1697,CUST223,Electronics,Cash on Delivery,794.5,5,6,5,4.0,No,Tier 1
ORD1698,CUST132,Electronics,Debit Card,454.98,20,4,5,1.0,No,Tier 1
ORD1699,CUST260,Home & Kitchen,upi,836.53,5,2,2,4.0,Yes,Tier 1
ORD1700,CUST288,Home & Kitchen,Credit Card,3479.94,50,3,3,3.0,No,Tier 2
ORD1701,CUST278,Fashion,UPI,875.68,5,3,4,4.0,No,Tier 1
ORD1702,CUST270,Beauty,Cash on Delivery,2724.33,5,2,2,5.0,No,Tier 1
ORD1703,CUST200,Electronics,UPI,1316.18,5,7,8,4.0,No,Tier 2
ORD1704,CUST111,Fashion,Credit Card,540.64,0,3,3,4.0,No,Tier 2
ORD1705,CUST166,Beauty,UPI,727.8,0,3,3,4.0,No,Tier 3
ORD1706,CUST164,Fashion,Credit Card,305.18,15,2,2,3.0,No,Tier 2
ORD1707,CUST260,Home & Kitchen,Debit Card,686.79,30,7,14,5.0,No,Tier 2
ORD1708,CUST267,Fashion,Cash on Delivery,1558.13,20,7,7,3.0,No,Tier 2
ORD1709,CUST173,Fashion,Credit Card,289.81,0,2,2,4.0,No,Tier 3
ORD1710,CUST142,Beauty,UPI,475.9,10,7,7,4.0,No,Tier 3
ORD1711,CUST143,Fashion,Cash on Delivery,776.44,0,7,7,3.0,No,Tier 1
ORD1712,CUST128,Beauty,Debit Card,5024.17,0,4,4,3.0,No,Tier 1
ORD1713,CUST240,Electronics,Cash on Delivery,2043.77,15,4,8,4.0,Yes,Tier 1
ORD1714,CUST111,Electronics,Credit Card,1786.8,10,2,2,5.0,Yes,Tier 2
ORD1715,CUST194,Electronics,Debit Card,348.22,0,5,7,5.0,No,Tier 2
ORD1716,CUST145,Home & Kitchen,UPI,2022.4,0,3,2,4.0,No,Tier 2
ORD1717,CUST229,Fashion,Debit Card,2046.04,50,4,5,4.0,No,Tier 1
ORD1718,CUST342,Beauty,Debit Card,1302.86,0,3,7,5.0,No,Tier 2
ORD1719,CUST341,Fashion,upi,5770.42,10,6,6,2.0,Yes,Tier 3
ORD1720,CUST134,Beauty,Debit Card,672.1,10,2,6,3.0,No,Tier 1
ORD1721,CUST314,Electronics,Debit Card,3601.82,0,5,5,4.0,No,Tier 2
ORD1722,CUST180,Beauty,Cash on Delivery,3154.33,0,6,10,5.0,No,Tier 1
ORD1723,CUST189,Books,UPI,213.86,5,6,7,5.0,Yes,Tier 3
ORD1724,CUST107,Books,Cash on Delivery,917.66,20,7,7,3.0,No,Tier 3
ORD1725,CUST192,Books,Cash on Delivery,4732.16,10,6,6,2.0,No,Tier 2
ORD1726,CUST253,Books,Credit Card,330.6,15,2,2,3.0,No,Tier 2
ORD1727,CUST301,Home & Kitchen,Cash on Delivery,1152.32,50,4,3,3.0,No,Tier 3
ORD1728,CUST189,Electronics,upi,4833.45,20,2,1,3.0,No,Tier 2
ORD1729,CUST261,Electronics,upi,1172.95,10,4,3,4.0,No,Tier 1
ORD1730,CUST214,Beauty,Credit Card,452.59,10,6,6,1.0,No,Tier 2
ORD1731,CUST204,Home & Kitchen,UPI,1247.25,15,6,7,5.0,Yes,Tier 1
ORD1732,CUST234,Books,UPI,474.45,15,5,4,3.0,No,Tier 1
ORD1733,CUST295,Fashion,Cash on Delivery,1080.02,10,4,3,4.0,No,Tier 3
ORD1734,CUST157,Electronics,Cash on Delivery,292.31,15,6,7,2.0,Yes,Tier 2
ORD1735,CUST344,Electronics,Cash on Delivery,1316.11,0,7,7,3.0,Yes,Tier 1
ORD1736,CUST213,Home & Kitchen,UPI,1072.76,10,3,2,2.0,No,Tier 1
ORD1737,CUST336,Fashion,Debit Card,1817.23,5,5,5,,No,Tier 1
ORD1738,CUST174,Electronics,upi,1395.38,0,2,6,5.0,No,Tier 1
ORD1739,CUST256,Fashion,Debit Card,1157.16,0,5,7,4.0,No,Tier 1
ORD1740,CUST219,Electronics,Debit Card,1604.56,15,3,3,3.0,Yes,Tier 2
ORD1741,CUST263,Home & Kitchen,UPI,386.5,10,4,5,5.0,Yes,Tier 1
ORD1742,CUST316,Fashion,Debit Card,1285.71,5,2,2,3.0,No,Tier 2
ORD1743,CUST120,Books,Credit Card,426.65,10,2,3,2.0,Yes,Tier 1
ORD1744,CUST348,Fashion,Cash on Delivery,3316.71,10,4,5,4.0,No,Tier 3
ORD1745,CUST263,Fashion,Credit Card,284.94,0,5,6,5.0,No,Tier 1
ORD1746,CUST237,Electronics,upi,875.33,15,6,6,1.0,No,Tier 1
ORD1747,CUST200,Electronics,Cash on Delivery,1628.07,20,5,4,3.0,No,Tier 1
ORD1748,CUST300,Fashion,Debit Card,935.04,20,3,3,5.0,Yes,Tier 2
ORD1749,CUST251,Fashion,upi,315.94,15,7,9,2.0,No,Tier 2
ORD1750,CUST291,Home & Kitchen,Cash on Delivery,1167.25,10,6,6,2.0,Yes,Tier 1
ORD1751,CUST326,Fashion,Debit Card,1431.43,0,5,7,4.0,No,Tier 1
ORD1752,CUST276,Home & Kitchen,Credit Card,1660.03,5,7,14,5.0,No,Tier 1
ORD1753,CUST198,Beauty,Cash on Delivery,760.67,0,7,7,4.0,No,Tier 2
ORD1754,CUST339,Books,Debit Card,1195.2,50,4,5,,No,Tier 2
ORD1755,CUST135,Electronics,Credit Card,918.9,0,3,4,4.0,Yes,Tier 1
ORD1756,CUST309,Fashion,upi,1537.9,0,3,10,1.0,No,Tier 1
ORD1757,CUST340,Electronics,upi,1251.21,30,3,10,,No,Tier 1
ORD1758,CUST330,Electronics,upi,1095.24,30,6,7,3.0,No,Tier 1
ORD1759,CUST195,Beauty,upi,544.46,20,2,2,3.0,Yes,Tier 2
ORD1760,CUST251,Electronics,UPI,202.42,0,6,7,4.0,No,Tier 1
ORD1761,CUST250,Fashion,Cash on Delivery,429.51,0,5,4,3.0,Yes,Tier 1
ORD1762,CUST289,Home & Kitchen,Cash on Delivery,349.41,5,7,8,2.0,No,Tier 1
ORD1763,CUST323,Home & Kitchen,UPI,915.41,0,7,11,1.0,No,Tier 3
ORD1764,CUST136,Home & Kitchen,Debit Card,1336.9,0,2,2,3.0,No,Tier 3
ORD1765,CUST111,Electronics,Debit Card,487.56,10,5,6,5.0,No,Tier 1
ORD1766,CUST212,Fashion,upi,3557.38,30,2,2,4.0,No,Tier 1
ORD1767,CUST282,Fashion,Credit Card,208.05,5,7,7,,No,Tier 1
ORD1768,CUST112,Electronics,Debit Card,1975.68,15,6,6,3.0,No,Tier 2
ORD1769,CUST122,Fashion,Credit Card,1377.65,15,3,4,3.0,No,Tier 1
ORD1770,CUST316,Electronics,Cash on Delivery,761.23,5,7,11,2.0,Yes,Tier 2
ORD1771,CUST198,Electronics,Credit Card,262.17,15,4,8,2.0,No,Tier 2
ORD1772,CUST204,Fashion,Cash on Delivery,1384.98,5,3,3,3.0,No,Tier 3
ORD1773,CUST129,Electronics,UPI,784.56,0,7,9,4.0,No,Tier 1
ORD1774,CUST116,Home & Kitchen,UPI,3503.67,15,6,7,5.0,No,Tier 3
ORD1775,CUST212,Home & Kitchen,upi,1137.04,0,2,2,,No,Tier 2
ORD1776,CUST161,Books,Debit Card,3569.14,50,3,2,3.0,No,Tier 1
ORD1777,CUST183,Electronics,upi,498.9,0,6,6,5.0,Yes,Tier 1
ORD1778,CUST211,Electronics,Cash on Delivery,1752.35,10,5,9,3.0,No,Tier 1
ORD1779,CUST316,Electronics,upi,1352.44,10,4,5,2.0,No,Tier 1
ORD1780,CUST185,Home & Kitchen,Credit Card,1813.76,0,3,4,5.0,No,Tier 1
ORD1781,CUST240,Home & Kitchen,Cash on Delivery,489.98,0,2,2,4.0,No,Tier 2
ORD1782,CUST286,Electronics,UPI,1512.33,15,5,6,2.0,No,Tier 1
ORD1783,CUST118,Beauty,Debit Card,,20,6,5,3.0,No,Tier 3
ORD1784,CUST276,Electronics,Cash on Delivery,,20,4,4,3.0,Yes,Tier 1
ORD1785,CUST199,Fashion,Cash on Delivery,675.29,10,2,3,4.0,No,Tier 3
ORD1786,CUST239,Home & Kitchen,Credit Card,2849.35,20,6,5,4.0,No,Tier 1
ORD1787,CUST288,Beauty,Debit Card,305.68,15,6,8,,No,Tier 2
ORD1788,CUST332,Home & Kitchen,UPI,2175.26,15,3,3,1.0,No,Tier 1
ORD1789,CUST246,Books,Cash on Delivery,2570.7,10,3,4,3.0,No,Tier 1
ORD1790,CUST175,Fashion,Cash on Delivery,2239.58,15,2,2,4.0,Yes,Tier 3
ORD1791,CUST108,Books,Credit Card,1062.72,20,7,7,4.0,No,Tier 1
ORD1792,CUST298,Electronics,upi,892.33,5,7,6,3.0,Yes,Tier 2
ORD1793,CUST127,Beauty,UPI,6907.14,20,6,5,4.0,No,Tier 2
ORD1794,CUST305,Fashion,Debit Card,512.35,10,3,7,5.0,No,Tier 2
ORD1795,CUST322,Books,Cash on Delivery,1149.91,0,4,4,5.0,No,Tier 2
ORD1796,CUST227,Fashion,Cash on Delivery,1532.85,0,4,6,5.0,No,Tier 2
ORD1797,CUST151,Home & Kitchen,UPI,1648.24,5,6,13,5.0,Yes,Tier 1
ORD1798,CUST182,Fashion,upi,473.82,10,3,3,4.0,No,Tier 2
ORD1799,CUST349,Home & Kitchen,Cash on Delivery,1473.56,20,2,2,5.0,No,Tier 3
ORD1800,CUST210,Electronics,UPI,2246.94,0,2,3,3.0,No,Tier 1
ORD1801,CUST243,Electronics,Credit Card,261.58,20,2,6,3.0,No,Tier 1
ORD1802,CUST216,Electronics,upi,3109.99,30,4,8,3.0,No,Tier 2
ORD1803,CUST168,Electronics,Debit Card,235.94,0,3,3,4.0,No,Tier 1
ORD1804,CUST198,Beauty,Cash on Delivery,728.01,30,3,4,3.0,Yes,Tier 1
ORD1805,CUST239,Electronics,UPI,219.13,50,4,3,,No,Tier 1
ORD1806,CUST124,Beauty,Credit Card,296.34,15,2,9,3.0,Yes,Tier 2
ORD1807,CUST279,Fashion,Debit Card,3105.21,20,2,6,2.0,No,Tier 1
ORD1808,CUST222,Electronics,UPI,725.95,50,6,6,4.0,No,Tier 2
ORD1809,CUST312,Books,UPI,863.59,15,7,7,1.0,Yes,Tier 2
ORD1810,CUST327,Home & Kitchen,Debit Card,491.01,5,5,4,2.0,Yes,Tier 1
ORD1811,CUST152,Fashion,Credit Card,1290.87,20,7,7,3.0,No,Tier 2
ORD1812,CUST250,Home & Kitchen,Credit Card,1284.06,15,3,5,4.0,No,Tier 3
ORD1813,CUST243,Home & Kitchen,upi,758.64,10,3,3,3.0,Yes,Tier 2
ORD1814,CUST156,Electronics,Cash on Delivery,686.02,5,3,2,4.0,Yes,Tier 3
ORD1815,CUST138,Beauty,Debit Card,2795.02,20,7,7,4.0,No,Tier 1
ORD1816,CUST208,Beauty,Debit Card,780.02,0,5,12,3.0,No,Tier 2
ORD1817,CUST280,Home & Kitchen,Debit Card,1016.28,30,6,7,3.0,No,Tier 1
ORD1818,CUST141,Electronics,Credit Card,599.73,5,7,7,3.0,Yes,Tier 1
ORD1819,CUST285,Home & Kitchen,Cash on Delivery,2054.46,0,5,5,4.0,No,Tier 1
ORD1820,CUST266,Electronics,upi,807.9,10,2,9,1.0,Yes,Tier 1
ORD1821,CUST241,Electronics,UPI,1064.9,0,2,4,1.0,Yes,Tier 3
ORD1822,CUST322,Fashion,UPI,550.6,15,3,3,4.0,No,Tier 1
ORD1823,CUST221,Fashion,Debit Card,5473.85,30,4,3,4.0,No,Tier 2
ORD1824,CUST232,Beauty,Cash on Delivery,613.52,20,3,2,2.0,No,Tier 2
ORD1825,CUST262,Home & Kitchen,Credit Card,1967.49,0,4,3,3.0,No,Tier 2
ORD1826,CUST314,Home & Kitchen,Cash on Delivery,869.28,0,5,5,5.0,No,Tier 1
ORD1827,CUST320,Fashion,Cash on Delivery,477.13,20,2,6,5.0,No,Tier 2
ORD1828,CUST334,Fashion,Credit Card,2129.64,30,7,7,4.0,No,Tier 1
ORD1829,CUST174,Fashion,Debit Card,687.05,10,4,6,4.0,No,Tier 1
ORD1830,CUST245,Beauty,Cash on Delivery,2604.7,10,5,5,4.0,No,Tier 3
ORD1831,CUST338,Electronics,UPI,3161.76,5,2,3,,No,Tier 1
ORD1832,CUST175,Beauty,Credit Card,2557.83,30,7,8,,No,Tier 1
ORD1833,CUST108,Home & Kitchen,upi,242.76,15,4,4,3.0,No,Tier 3
ORD1834,CUST173,Fashion,Debit Card,2057.86,5,3,3,5.0,No,Tier 1
ORD1835,CUST285,Home & Kitchen,Credit Card,835.89,5,3,4,2.0,No,Tier 2
ORD1836,CUST335,Fashion,upi,2683.13,30,3,2,3.0,No,Tier 1
ORD1837,CUST244,Beauty,upi,1419.18,0,5,5,4.0,No,Tier 1
ORD1838,CUST329,Beauty,Cash on Delivery,2352.34,5,3,3,3.0,Yes,Tier 1
ORD1839,CUST106,Fashion,Cash on Delivery,1030.41,10,6,13,5.0,No,Tier 1
ORD1840,CUST273,Fashion,Cash on Delivery,1118.93,0,2,2,2.0,No,Tier 1
ORD1841,CUST240,Home & Kitchen,Credit Card,387.13,0,5,7,4.0,No,Tier 2
ORD1842,CUST267,Beauty,Credit Card,2038.9,20,7,7,5.0,No,Tier 2
ORD1843,CUST269,Electronics,Debit Card,,30,3,4,5.0,Yes,Tier 3
ORD1844,CUST236,Home & Kitchen,Cash on Delivery,1031.97,20,2,2,2.0,No,Tier 1
ORD1845,CUST277,Home & Kitchen,upi,2045.09,30,4,6,3.0,No,Tier 2
ORD1846,CUST126,Home & Kitchen,UPI,1296.09,10,3,3,4.0,No,Tier 2
ORD1847,CUST221,Electronics,Debit Card,469.42,20,2,3,2.0,No,Tier 3
ORD1848,CUST293,Home & Kitchen,Credit Card,1270.6,5,6,7,,No,Tier 1
ORD1849,CUST104,Beauty,Debit Card,828.35,15,4,4,5.0,No,Tier 2
ORD1850,CUST128,Electronics,Debit Card,960.78,50,6,5,2.0,No,Tier 3
ORD1851,CUST264,Electronics,Debit Card,234.46,5,7,6,2.0,Yes,Tier 1
ORD1852,CUST265,Beauty,Debit Card,,5,2,1,2.0,No,Tier 3
ORD1853,CUST182,Electronics,UPI,595.94,10,6,8,5.0,No,Tier 1
ORD1854,CUST235,Beauty,Cash on Delivery,,0,7,7,2.0,No,Tier 2
ORD1855,CUST339,Fashion,upi,213.87,0,2,2,3.0,No,Tier 3
ORD1856,CUST208,Electronics,Debit Card,830.67,20,2,3,3.0,No,Tier 2
ORD1857,CUST164,Beauty,Debit Card,3292.85,50,6,6,4.0,Yes,Tier 1
ORD1858,CUST185,Fashion,Debit Card,342.38,10,2,2,1.0,Yes,Tier 1
ORD1859,CUST343,Fashion,Cash on Delivery,1071.86,0,3,3,3.0,No,Tier 3
ORD1860,CUST244,Fashion,Credit Card,2053.07,0,2,6,5.0,No,Tier 2
ORD1861,CUST170,Home & Kitchen,Credit Card,3627.82,30,5,7,5.0,No,Tier 1
ORD1862,CUST316,Electronics,UPI,1848.18,10,7,9,4.0,No,Tier 2
ORD1863,CUST144,Fashion,Credit Card,1729.99,5,2,2,1.0,No,Tier 2
ORD1864,CUST231,Beauty,Debit Card,2301.81,10,5,6,3.0,No,Tier 1
ORD1865,CUST135,Fashion,Debit Card,909.14,5,2,1,4.0,No,Tier 1
ORD1866,CUST169,Home & Kitchen,Debit Card,2166.92,10,2,1,3.0,No,Tier 1
ORD1867,CUST258,Fashion,UPI,209.6,30,6,5,5.0,Yes,Tier 2
ORD1868,CUST118,Books,Debit Card,3301.32,10,3,3,4.0,No,Tier 2
ORD1869,CUST288,Electronics,Credit Card,902.89,15,7,7,1.0,Yes,Tier 2
ORD1870,CUST207,Beauty,Cash on Delivery,1167.26,5,3,3,5.0,No,Tier 3
ORD1871,CUST281,Fashion,Cash on Delivery,553.06,15,4,3,,Yes,Tier 3
ORD1872,CUST266,Electronics,upi,1828.23,15,6,6,1.0,No,Tier 2
ORD1873,CUST190,Electronics,Credit Card,295.68,0,6,7,4.0,No,Tier 1
ORD1874,CUST301,Electronics,Debit Card,2672.85,10,3,3,3.0,No,Tier 2
ORD1875,CUST189,Fashion,Cash on Delivery,2313.13,5,6,7,3.0,No,Tier 1
ORD1876,CUST118,Fashion,Credit Card,492.11,20,3,3,2.0,No,Tier 2
ORD1877,CUST138,Books,Cash on Delivery,2188.62,10,6,8,4.0,No,Tier 2
ORD1878,CUST225,Fashion,Debit Card,2052.14,50,2,2,,Yes,Tier 1
ORD1879,CUST294,Electronics,Cash on Delivery,1400.31,0,3,3,4.0,No,Tier 3
ORD1880,CUST272,Home & Kitchen,upi,761.17,20,3,3,2.0,Yes,Tier 1
ORD1881,CUST240,Home & Kitchen,upi,580.12,15,5,6,4.0,No,Tier 2
ORD1882,CUST341,Electronics,Cash on Delivery,516.42,20,6,8,3.0,No,Tier 1
ORD1883,CUST319,Electronics,Credit Card,660.34,5,6,6,5.0,No,Tier 3
ORD1884,CUST225,Electronics,Credit Card,3006.58,10,3,3,3.0,No,Tier 1
ORD1885,CUST157,Home & Kitchen,Credit Card,296.98,20,2,4,2.0,No,Tier 1
ORD1886,CUST247,Home & Kitchen,Cash on Delivery,2318.41,5,2,3,2.0,No,Tier 1
ORD1887,CUST319,Fashion,Credit Card,714.89,5,7,7,4.0,No,Tier 1
ORD1888,CUST299,Books,Debit Card,1084.77,10,2,2,3.0,Yes,Tier 1
ORD1889,CUST160,Books,upi,2098.69,10,6,6,4.0,Yes,Tier 2
ORD1890,CUST226,Home & Kitchen,Debit Card,2788.9,5,5,6,3.0,No,Tier 1
ORD1891,CUST204,Beauty,Credit Card,707.34,5,3,3,3.0,No,Tier 1
ORD1892,CUST266,Electronics,Debit Card,943.53,5,4,11,4.0,No,Tier 1
ORD1893,CUST100,Electronics,Credit Card,842.38,20,5,5,5.0,Yes,Tier 3
ORD1894,CUST230,Fashion,Cash on Delivery,216.01,15,4,4,5.0,No,Tier 2
ORD1895,CUST304,Electronics,Debit Card,621.07,20,5,5,3.0,No,Tier 2
ORD1896,CUST191,Fashion,Cash on Delivery,937.62,50,2,6,3.0,No,Tier 2
ORD1897,CUST289,Beauty,Cash on Delivery,835.39,10,6,8,2.0,No,Tier 1
ORD1898,CUST348,Electronics,UPI,1735.86,0,4,4,4.0,No,Tier 1
ORD1899,CUST290,Electronics,Credit Card,782.98,0,5,6,4.0,Yes,Tier 1
ORD1900,CUST212,Fashion,upi,1006.55,5,6,6,5.0,No,Tier 3
ORD1901,CUST252,Beauty,Credit Card,873.72,30,4,4,5.0,No,Tier 3
ORD1902,CUST155,Fashion,upi,1819.38,10,3,3,3.0,No,Tier 2
ORD1903,CUST260,Fashion,Credit Card,2585.09,5,5,5,4.0,No,Tier 1
ORD1904,CUST265,Electronics,Cash on Delivery,1110.86,5,3,3,5.0,No,Tier 1
ORD1905,CUST216,Electronics,Debit Card,2069.54,10,2,6,5.0,No,Tier 1
ORD1906,CUST233,Beauty,Debit Card,622.51,15,3,3,1.0,No,Tier 2
ORD1907,CUST157,Beauty,UPI,1135.41,0,3,7,3.0,No,Tier 1
ORD1908,CUST143,Electronics,upi,708.17,50,7,7,3.0,No,Tier 3
ORD1909,CUST272,Beauty,upi,841.73,10,5,6,3.0,No,Tier 1
ORD1910,CUST259,Home & Kitchen,upi,1781.98,0,2,2,2.0,No,Tier 3
ORD1911,CUST272,Beauty,Cash on Delivery,2761.06,30,3,2,1.0,No,Tier 2
ORD1912,CUST160,Fashion,upi,355.44,0,6,6,4.0,No,Tier 2
ORD1913,CUST146,Fashion,Debit Card,1408.24,30,4,3,3.0,Yes,Tier 2
ORD1914,CUST248,Fashion,Cash on Delivery,1247.14,50,3,4,1.0,No,Tier 2
ORD1915,CUST179,Home & Kitchen,Credit Card,351.24,15,2,2,3.0,Yes,Tier 2
ORD1916,CUST217,Electronics,upi,485.75,20,3,4,5.0,No,Tier 2
ORD1917,CUST312,Electronics,upi,647.02,5,4,4,5.0,No,Tier 2
ORD1918,CUST302,Fashion,Credit Card,419.17,30,2,2,4.0,No,Tier 3
ORD1919,CUST328,Home & Kitchen,upi,535.23,10,5,5,3.0,No,Tier 2
ORD1920,CUST263,Electronics,Credit Card,573.72,15,2,6,,No,Tier 2
ORD1921,CUST326,Home & Kitchen,Cash on Delivery,690.78,30,5,6,3.0,No,Tier 3
ORD1922,CUST246,Beauty,Debit Card,1860.63,50,2,2,3.0,Yes,Tier 1
ORD1923,CUST119,Electronics,Credit Card,,20,4,4,3.0,Yes,Tier 1
ORD1924,CUST284,Home & Kitchen,UPI,5343.77,5,4,3,2.0,No,Tier 2
