Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,Net_Revenue,Severe_Delay,Customer_Segment
ORD1385,CUST174,Home & Kitchen,UPI,1137.04,10,6,6,4.0,No,Tier 1,0,On-Time,True,1023.336,False,Loyal & Satisfied
ORD1386,CUST212,Fashion,DEBIT CARD,1006.55,15,3,3,5.0,No,Tier 1,0,On-Time,True,855.5675,False,Standard Order
ORD1387,CUST299,Beauty,CREDIT CARD,1194.18,0,5,7,4.0,No,Tier 2,2,Unknown,Same,1194.18,False,Loyal & Satisfied
ORD1388,CUST263,Books,CASH ON DELIVERY,1146.7800000000002,5,2,2,5.0,Yes,Tier 1,0,On-Time,True,1089.441,False,Standard Order
ORD1389,CUST265,Fashion,CASH ON DELIVERY,1006.55,15,5,5,4.0,No,Tier 2,0,On-Time,True,855.5675,False,Standard Order
ORD1390,CUST203,Fashion,CREDIT CARD,1006.55,10,3,3,4.0,Yes,Tier 1,0,On-Time,True,905.895,False,Standard Order
ORD1391,CUST183,Fashion,CREDIT CARD,1006.55,10,7,7,1.0,No,Tier 2,0,On-Time,True,905.895,False,Standard Order
ORD1392,CUST326,Home & Kitchen,CREDIT CARD,1137.04,5,5,4,3.0,No,Tier 3,-1,Early,True,1080.188,False,Standard Order
ORD1393,CUST211,Fashion,UPI,1006.55,30,6,7,4.0,No,Tier 1,1,Unknown,True,704.5849999999999,False,Standard Order
ORD1394,CUST316,Home & Kitchen,UPI,1137.04,5,6,6,4.0,No,Tier 2,0,On-Time,True,1080.188,False,Loyal & Satisfied
ORD1395,CUST198,Fashion,UPI,1006.55,10,7,7,4.0,Yes,Tier 3,0,On-Time,True,905.895,False,Standard Order
ORD1396,CUST252,Home & Kitchen,UPI,1137.04,15,3,7,4.0,No,Tier 1,4,Severe Delay,True,966.484,True,Loyal & Satisfied
ORD1397,CUST192,Fashion,CASH ON DELIVERY,1006.55,10,4,4,3.0,No,Tier 2,0,On-Time,True,905.895,False,Standard Order
ORD1398,CUST245,Fashion,CASH ON DELIVERY,1006.55,5,6,8,4.0,No,Tier 1,2,Unknown,True,956.2225,False,Standard Order
ORD1399,CUST227,Beauty,DEBIT CARD,1194.18,10,2,1,2.0,No,Tier 2,-1,Early,Same,1074.7620000000002,False,Standard Order
ORD1400,CUST209,Books,UPI,1146.7800000000002,20,3,3,3.0,Yes,Tier 1,0,On-Time,True,917.4240000000002,False,Standard Order
ORD1401,CUST181,Electronics,UPI,1091.185,5,5,7,4.0,No,Tier 3,2,Unknown,True,1036.62575,False,Standard Order
ORD1402,CUST293,Beauty,UPI,1194.18,0,5,5,4.0,No,Tier 2,0,On-Time,Same,1194.18,False,Loyal & Satisfied
ORD1403,CUST153,Fashion,CASH ON DELIVERY,1006.55,5,2,3,4.0,No,Tier 2,1,Unknown,True,956.2225,False,Standard Order
ORD1404,CUST262,Beauty,UPI,1194.18,20,6,6,3.0,Yes,Tier 2,0,On-Time,Same,955.344,False,Standard Order
ORD1405,CUST307,Books,DEBIT CARD,1146.7800000000002,0,3,2,4.0,Yes,Tier 2,-1,Early,True,1146.7800000000002,False,Standard Order
ORD1406,CUST288,Fashion,UPI,1006.55,50,2,2,3.0,No,Tier 1,0,On-Time,True,503.275,False,Standard Order
ORD1407,CUST268,Electronics,CREDIT CARD,1091.185,10,6,6,3.0,No,Tier 3,0,On-Time,True,982.0665,False,Standard Order
ORD1408,CUST327,Fashion,UPI,1006.55,50,3,5,5.0,No,Tier 3,2,Unknown,True,503.275,False,Standard Order
ORD1409,CUST260,Fashion,CREDIT CARD,1006.55,30,5,5,4.0,Yes,Tier 2,0,On-Time,True,704.5849999999999,False,High-Risk Transaction
ORD1410,CUST167,Home & Kitchen,CREDIT CARD,1137.04,10,3,7,5.0,No,Tier 3,4,Severe Delay,True,1023.336,True,Loyal & Satisfied
ORD1411,CUST132,Fashion,DEBIT CARD,1006.55,0,7,11,3.0,No,Tier 2,4,Severe Delay,True,1006.55,True,Standard Order
ORD1412,CUST241,Electronics,CASH ON DELIVERY,1091.185,0,4,4,5.0,No,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1413,CUST120,Books,UPI,1146.7800000000002,5,3,3,1.0,No,Tier 2,0,On-Time,True,1089.441,False,Standard Order
ORD1414,CUST147,Beauty,CREDIT CARD,1194.18,15,4,6,5.0,No,Tier 1,2,Unknown,Same,1015.053,False,Loyal & Satisfied
ORD1415,CUST247,Fashion,UPI,1006.55,5,3,7,3.0,No,Tier 1,4,Severe Delay,True,956.2225,True,Standard Order
ORD1416,CUST347,Electronics,CASH ON DELIVERY,1091.185,5,4,4,3.0,No,Tier 1,0,On-Time,True,1036.62575,False,Standard Order
ORD1417,CUST227,Fashion,CASH ON DELIVERY,1006.55,10,7,7,4.0,Yes,Tier 2,0,On-Time,True,905.895,False,Standard Order
ORD1418,CUST235,Electronics,UPI,1091.185,30,5,5,5.0,No,Tier 1,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1419,CUST234,Beauty,CASH ON DELIVERY,1194.18,0,6,7,1.0,No,Tier 1,1,Unknown,Same,1194.18,False,Standard Order
ORD1420,CUST294,Electronics,DEBIT CARD,1091.185,0,4,4,3.0,No,Tier 3,0,On-Time,True,1091.185,False,Standard Order
ORD1421,CUST244,Home & Kitchen,CREDIT CARD,1137.04,0,7,8,5.0,No,Tier 1,1,Unknown,True,1137.04,False,Loyal & Satisfied
ORD1422,CUST227,Fashion,UPI,1006.55,30,4,3,3.0,No,Tier 2,-1,Early,True,704.5849999999999,False,Standard Order
ORD1423,CUST132,Home & Kitchen,DEBIT CARD,1137.04,15,5,4,2.0,No,Tier 1,-1,Early,True,966.484,False,Standard Order
ORD1424,CUST275,Home & Kitchen,UPI,1137.04,5,4,4,3.0,No,Tier 1,0,On-Time,True,1080.188,False,Standard Order
ORD1425,CUST303,Books,CREDIT CARD,1146.7800000000002,0,7,7,3.0,No,Tier 2,0,On-Time,True,1146.7800000000002,False,Standard Order
ORD1426,CUST286,Electronics,CASH ON DELIVERY,1091.185,5,7,7,5.0,No,Tier 2,0,On-Time,True,1036.62575,False,Standard Order
ORD1427,CUST214,Electronics,CREDIT CARD,1091.185,0,2,2,4.0,Yes,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1428,CUST313,Electronics,UPI,1091.185,30,5,5,4.0,No,Tier 1,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1429,CUST218,Beauty,UPI,1194.18,20,2,2,4.0,No,Tier 2,0,On-Time,Same,955.344,False,Loyal & Satisfied
ORD1430,CUST121,Beauty,UPI,1194.18,10,5,5,4.0,No,Tier 1,0,On-Time,Same,1074.7620000000002,False,Loyal & Satisfied
ORD1431,CUST337,Home & Kitchen,UPI,1137.04,30,4,11,1.0,No,Tier 1,7,Severe Delay,True,795.9279999999999,True,Standard Order
ORD1432,CUST257,Home & Kitchen,CASH ON DELIVERY,1137.04,5,7,7,3.0,No,Tier 1,0,On-Time,True,1080.188,False,Standard Order
ORD1433,CUST137,Home & Kitchen,DEBIT CARD,1137.04,15,2,2,3.0,No,Tier 1,0,On-Time,True,966.484,False,Standard Order
ORD1434,CUST329,Electronics,DEBIT CARD,1091.185,30,4,4,2.0,No,Tier 1,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1435,CUST208,Beauty,CREDIT CARD,1194.18,5,7,14,5.0,Yes,Tier 1,7,Severe Delay,Same,1134.471,True,Standard Order
ORD1436,CUST150,Fashion,CASH ON DELIVERY,1006.55,20,5,5,4.0,No,Tier 3,0,On-Time,True,805.24,False,Standard Order
ORD1437,CUST281,Fashion,UPI,1006.55,5,7,8,3.0,No,Tier 1,1,Unknown,True,956.2225,False,Standard Order
ORD1438,CUST107,Fashion,UPI,1006.55,5,4,5,4.0,No,Tier 1,1,Unknown,True,956.2225,False,Standard Order
ORD1439,CUST126,Electronics,UPI,1091.185,0,2,3,4.0,No,Tier 1,1,Unknown,True,1091.185,False,Standard Order
ORD1440,CUST126,Electronics,UPI,1091.185,10,2,1,5.0,No,Tier 2,-1,Early,True,982.0665,False,Standard Order
ORD1441,CUST325,Home & Kitchen,UPI,1137.04,15,7,8,5.0,No,Tier 1,1,Unknown,True,966.484,False,Loyal & Satisfied
ORD1442,CUST120,Electronics,UPI,1091.185,30,4,3,4.0,No,Tier 3,-1,Early,True,763.8294999999999,False,Standard Order
ORD1443,CUST129,Home & Kitchen,CASH ON DELIVERY,1137.04,15,3,3,4.0,Yes,Tier 3,0,On-Time,True,966.484,False,Standard Order
ORD1444,CUST196,Electronics,DEBIT CARD,1091.185,30,5,6,4.0,No,Tier 1,1,Unknown,True,763.8294999999999,False,Standard Order
ORD1445,CUST127,Fashion,UPI,1006.55,20,5,5,4.0,No,Tier 2,0,On-Time,True,805.24,False,Standard Order
ORD1446,CUST210,Fashion,DEBIT CARD,1006.55,0,4,6,2.0,No,Tier 1,2,Unknown,True,1006.55,False,Standard Order
ORD1447,CUST291,Fashion,CASH ON DELIVERY,1006.55,10,3,2,2.0,No,Tier 2,-1,Early,True,905.895,False,Standard Order
ORD1448,CUST324,Home & Kitchen,UPI,1137.04,0,2,4,4.0,Yes,Tier 1,2,Unknown,True,1137.04,False,Standard Order
ORD1449,CUST296,Fashion,DEBIT CARD,1006.55,15,6,6,3.0,No,Tier 1,0,On-Time,True,855.5675,False,Standard Order
ORD1450,CUST160,Home & Kitchen,UPI,1137.04,30,6,6,1.0,Yes,Tier 1,0,On-Time,True,795.9279999999999,False,High-Risk Transaction
ORD1451,CUST147,Fashion,UPI,1006.55,0,4,3,4.0,Yes,Tier 2,-1,Early,True,1006.55,False,Standard Order
ORD1452,CUST246,Home & Kitchen,CREDIT CARD,1137.04,15,3,7,1.0,No,Tier 1,4,Severe Delay,True,966.484,True,Standard Order
ORD1453,CUST103,Beauty,DEBIT CARD,1194.18,15,3,2,4.0,No,Tier 1,-1,Early,Same,1015.053,False,Loyal & Satisfied
ORD1454,CUST134,Home & Kitchen,DEBIT CARD,1137.04,10,5,5,4.0,No,Tier 2,0,On-Time,True,1023.336,False,Loyal & Satisfied
ORD1455,CUST291,Electronics,UPI,1091.185,5,2,2,4.0,No,Tier 2,0,On-Time,True,1036.62575,False,Standard Order
ORD1456,CUST148,Electronics,CASH ON DELIVERY,1091.185,5,7,8,4.0,No,Tier 3,1,Unknown,True,1036.62575,False,Standard Order
ORD1457,CUST116,Fashion,CREDIT CARD,1006.55,0,3,3,1.0,No,Tier 1,0,On-Time,True,1006.55,False,Standard Order
ORD1458,CUST271,Home & Kitchen,UPI,1137.04,5,7,6,4.0,Yes,Tier 2,-1,Early,True,1080.188,False,Standard Order
ORD1459,CUST319,Electronics,UPI,1091.185,0,6,6,5.0,No,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1460,CUST257,Fashion,UPI,1006.55,10,7,7,4.0,No,Tier 1,0,On-Time,True,905.895,False,Standard Order
ORD1461,CUST320,Home & Kitchen,CREDIT CARD,1137.04,0,2,2,3.0,No,Tier 2,0,On-Time,True,1137.04,False,Standard Order
ORD1462,CUST145,Fashion,CASH ON DELIVERY,1006.55,30,2,2,3.0,No,Tier 1,0,On-Time,True,704.5849999999999,False,Standard Order
ORD1463,CUST216,Books,UPI,1146.7800000000002,10,7,8,5.0,No,Tier 3,1,Unknown,True,1032.1020000000003,False,Loyal & Satisfied
ORD1464,CUST105,Electronics,DEBIT CARD,1091.185,15,4,4,2.0,No,Tier 1,0,On-Time,True,927.50725,False,Standard Order
ORD1465,CUST198,Electronics,CREDIT CARD,1091.185,10,3,3,4.0,No,Tier 2,0,On-Time,True,982.0665,False,Standard Order
ORD1466,CUST223,Home & Kitchen,CASH ON DELIVERY,1137.04,10,4,4,3.0,No,Tier 1,0,On-Time,True,1023.336,False,Standard Order
ORD1467,CUST332,Fashion,DEBIT CARD,1006.55,30,7,14,1.0,No,Tier 3,7,Severe Delay,True,704.5849999999999,True,Standard Order
ORD1468,CUST136,Home & Kitchen,UPI,1137.04,0,3,7,3.0,No,Tier 1,4,Severe Delay,True,1137.04,True,Standard Order
ORD1469,CUST123,Fashion,UPI,1006.55,5,5,7,3.0,No,Tier 3,2,Unknown,True,956.2225,False,Standard Order
ORD1470,CUST192,Electronics,DEBIT CARD,1091.185,20,4,4,4.0,No,Tier 3,0,On-Time,True,872.948,False,Standard Order
ORD1471,CUST340,Books,CREDIT CARD,1146.7800000000002,0,4,3,5.0,No,Tier 1,-1,Early,True,1146.7800000000002,False,Loyal & Satisfied
ORD1472,CUST145,Books,UPI,1146.7800000000002,0,7,7,3.0,No,Tier 3,0,On-Time,True,1146.7800000000002,False,Standard Order
ORD1473,CUST280,Home & Kitchen,UPI,1137.04,5,6,6,5.0,No,Tier 3,0,On-Time,True,1080.188,False,Loyal & Satisfied
ORD1474,CUST194,Fashion,DEBIT CARD,1006.55,0,7,7,1.0,No,Tier 1,0,On-Time,True,1006.55,False,Standard Order
ORD1475,CUST198,Home & Kitchen,DEBIT CARD,1137.04,10,4,5,4.0,No,Tier 1,1,Unknown,True,1023.336,False,Loyal & Satisfied
ORD1476,CUST287,Fashion,UPI,1006.55,5,3,5,1.0,No,Tier 2,2,Unknown,True,956.2225,False,Standard Order
ORD1477,CUST324,Electronics,CREDIT CARD,1091.185,30,6,8,5.0,No,Tier 1,2,Unknown,True,763.8294999999999,False,Standard Order
ORD1478,CUST215,Beauty,UPI,1194.18,20,7,7,4.0,No,Tier 1,0,On-Time,Same,955.344,False,Loyal & Satisfied
ORD1479,CUST290,Electronics,CREDIT CARD,1091.185,15,7,8,4.0,No,Tier 1,1,Unknown,True,927.50725,False,Standard Order
ORD1480,CUST312,Beauty,CASH ON DELIVERY,1194.18,15,4,4,5.0,Yes,Tier 1,0,On-Time,Same,1015.053,False,Standard Order
ORD1481,CUST259,Fashion,CASH ON DELIVERY,1006.55,30,4,3,4.0,No,Tier 1,-1,Early,True,704.5849999999999,False,Standard Order
ORD1482,CUST314,Electronics,UPI,1091.185,5,5,6,4.0,No,Tier 1,1,Unknown,True,1036.62575,False,Standard Order
ORD1483,CUST260,Fashion,UPI,1006.55,30,7,6,4.0,No,Tier 3,-1,Early,True,704.5849999999999,False,Standard Order
ORD1484,CUST166,Beauty,UPI,1194.18,20,4,4,5.0,No,Tier 2,0,On-Time,Same,955.344,False,Loyal & Satisfied
ORD1485,CUST227,Home & Kitchen,CASH ON DELIVERY,1137.04,15,2,2,4.0,No,Tier 1,0,On-Time,True,966.484,False,Loyal & Satisfied
ORD1486,CUST117,Books,CREDIT CARD,1146.7800000000002,10,6,7,2.0,Yes,Tier 2,1,Unknown,True,1032.1020000000003,False,Standard Order
ORD1487,CUST124,Home & Kitchen,CREDIT CARD,1137.04,5,2,3,4.0,No,Tier 2,1,Unknown,True,1080.188,False,Loyal & Satisfied
ORD1488,CUST333,Home & Kitchen,UPI,1137.04,10,6,6,2.0,No,Tier 3,0,On-Time,True,1023.336,False,Standard Order
ORD1489,CUST322,Books,UPI,1146.7800000000002,20,7,9,4.0,No,Tier 1,2,Unknown,True,917.4240000000002,False,Loyal & Satisfied
ORD1490,CUST153,Electronics,CREDIT CARD,1091.185,0,5,5,4.0,Yes,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1491,CUST157,Fashion,CASH ON DELIVERY,1006.55,20,4,4,4.0,No,Tier 3,0,On-Time,True,805.24,False,Standard Order
ORD1492,CUST166,Electronics,DEBIT CARD,1091.185,5,4,5,1.0,No,Tier 3,1,Unknown,True,1036.62575,False,Standard Order
ORD1493,CUST203,Beauty,DEBIT CARD,1194.18,0,4,5,2.0,No,Tier 2,1,Unknown,Same,1194.18,False,Standard Order
ORD1494,CUST273,Beauty,DEBIT CARD,1194.18,0,7,14,4.0,No,Tier 2,7,Severe Delay,Same,1194.18,True,Loyal & Satisfied
ORD1495,CUST123,Electronics,UPI,1091.185,0,6,6,4.0,No,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1496,CUST213,Home & Kitchen,UPI,1137.04,10,4,5,3.0,No,Tier 2,1,Unknown,True,1023.336,False,Standard Order
ORD1497,CUST131,Beauty,CASH ON DELIVERY,1194.18,5,2,3,3.0,No,Tier 1,1,Unknown,Same,1134.471,False,Standard Order
ORD1498,CUST274,Electronics,UPI,1091.185,50,4,8,4.0,No,Tier 1,4,Severe Delay,True,545.5925,True,Standard Order
ORD1499,CUST185,Home & Kitchen,CASH ON DELIVERY,1137.04,10,7,7,4.0,Yes,Tier 3,0,On-Time,True,1023.336,False,Standard Order
ORD1500,CUST250,Beauty,CASH ON DELIVERY,1194.18,0,5,6,3.0,No,Tier 1,1,Unknown,Same,1194.18,False,Standard Order
ORD1501,CUST293,Electronics,UPI,1091.185,15,2,2,3.0,No,Tier 2,0,On-Time,True,927.50725,False,Standard Order
ORD1502,CUST226,Home & Kitchen,DEBIT CARD,1137.04,30,4,4,3.0,No,Tier 3,0,On-Time,True,795.9279999999999,False,Standard Order
ORD1503,CUST254,Fashion,UPI,1006.55,15,4,4,4.0,No,Tier 1,0,On-Time,True,855.5675,False,Standard Order
ORD1504,CUST333,Beauty,UPI,1194.18,0,3,3,2.0,Yes,Tier 3,0,On-Time,Same,1194.18,False,Standard Order
ORD1505,CUST229,Beauty,UPI,1194.18,30,6,6,3.0,Yes,Tier 3,0,On-Time,Same,835.926,False,High-Risk Transaction
ORD1506,CUST317,Beauty,UPI,1194.18,20,2,4,1.0,No,Tier 2,2,Unknown,Same,955.344,False,Standard Order
ORD1507,CUST116,Fashion,UPI,1006.55,0,3,3,3.0,No,Tier 1,0,On-Time,True,1006.55,False,Standard Order
ORD1508,CUST203,Beauty,CASH ON DELIVERY,1194.18,0,5,6,4.0,No,Tier 1,1,Unknown,Same,1194.18,False,Loyal & Satisfied
ORD1509,CUST260,Books,CASH ON DELIVERY,1146.7800000000002,10,6,6,3.0,No,Tier 1,0,On-Time,True,1032.1020000000003,False,Standard Order
ORD1510,CUST236,Fashion,CREDIT CARD,1006.55,0,2,1,2.0,No,Tier 1,-1,Early,True,1006.55,False,Standard Order
ORD1511,CUST142,Books,UPI,1146.7800000000002,20,4,4,4.0,Yes,Tier 1,0,On-Time,True,917.4240000000002,False,Standard Order
ORD1512,CUST345,Electronics,CASH ON DELIVERY,1091.185,5,2,2,1.0,Yes,Tier 3,0,On-Time,True,1036.62575,False,Standard Order
ORD1513,CUST275,Home & Kitchen,CREDIT CARD,1137.04,30,4,4,2.0,No,Tier 1,0,On-Time,True,795.9279999999999,False,Standard Order
ORD1514,CUST138,Electronics,CASH ON DELIVERY,1091.185,10,6,6,5.0,No,Tier 2,0,On-Time,True,982.0665,False,Standard Order
ORD1515,CUST320,Electronics,UPI,1091.185,0,4,4,4.0,No,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1516,CUST269,Electronics,DEBIT CARD,1091.185,0,5,5,5.0,No,Tier 2,0,On-Time,True,1091.185,False,Standard Order
ORD1517,CUST346,Home & Kitchen,UPI,1137.04,10,7,7,5.0,No,Tier 3,0,On-Time,True,1023.336,False,Loyal & Satisfied
ORD1518,CUST125,Fashion,UPI,1006.55,20,4,4,4.0,No,Tier 1,0,On-Time,True,805.24,False,Standard Order
ORD1519,CUST198,Home & Kitchen,CASH ON DELIVERY,1137.04,20,5,4,1.0,No,Tier 1,-1,Early,True,909.632,False,Standard Order
ORD1520,CUST149,Electronics,CASH ON DELIVERY,1091.185,5,7,11,4.0,No,Tier 2,4,Severe Delay,True,1036.62575,True,Standard Order
ORD1521,CUST252,Fashion,UPI,1006.55,5,6,8,5.0,Yes,Tier 2,2,Unknown,True,956.2225,False,Standard Order
ORD1522,CUST251,Fashion,UPI,1006.55,0,6,7,4.0,Yes,Tier 2,1,Unknown,True,1006.55,False,Standard Order
ORD1523,CUST112,Books,DEBIT CARD,1146.7800000000002,15,2,1,4.0,No,Tier 1,-1,Early,True,974.763,False,Loyal & Satisfied
ORD1524,CUST159,Fashion,CASH ON DELIVERY,1006.55,0,5,6,3.0,No,Tier 1,1,Unknown,True,1006.55,False,Standard Order
ORD1525,CUST349,Home & Kitchen,CASH ON DELIVERY,1137.04,10,5,7,5.0,No,Tier 3,2,Unknown,True,1023.336,False,Loyal & Satisfied
ORD1526,CUST234,Beauty,DEBIT CARD,1194.18,15,3,4,4.0,No,Tier 3,1,Unknown,Same,1015.053,False,Loyal & Satisfied
ORD1527,CUST156,Home & Kitchen,CREDIT CARD,1137.04,30,3,2,4.0,No,Tier 2,-1,Early,True,795.9279999999999,False,Loyal & Satisfied
ORD1528,CUST135,Electronics,DEBIT CARD,1091.185,5,7,8,2.0,Yes,Tier 3,1,Unknown,True,1036.62575,False,Standard Order
ORD1529,CUST272,Electronics,UPI,1091.185,5,7,9,3.0,No,Tier 2,2,Unknown,True,1036.62575,False,Standard Order
ORD1530,CUST119,Beauty,CASH ON DELIVERY,1194.18,15,3,3,3.0,No,Tier 1,0,On-Time,Same,1015.053,False,Standard Order
ORD1531,CUST164,Electronics,UPI,1091.185,15,7,8,4.0,No,Tier 1,1,Unknown,True,927.50725,False,Standard Order
ORD1532,CUST107,Beauty,UPI,1194.18,5,4,4,2.0,No,Tier 1,0,On-Time,Same,1134.471,False,Standard Order
ORD1533,CUST337,Fashion,CASH ON DELIVERY,1006.55,30,3,3,1.0,No,Tier 2,0,On-Time,True,704.5849999999999,False,Standard Order
ORD1534,CUST243,Beauty,DEBIT CARD,1194.18,20,5,4,4.0,No,Tier 1,-1,Early,Same,955.344,False,Loyal & Satisfied
ORD1535,CUST241,Books,UPI,1146.7800000000002,5,4,5,1.0,No,Tier 1,1,Unknown,True,1089.441,False,Standard Order
ORD1536,CUST303,Beauty,CASH ON DELIVERY,1194.18,5,7,6,5.0,No,Tier 2,-1,Early,Same,1134.471,False,Loyal & Satisfied
ORD1537,CUST214,Fashion,CREDIT CARD,1006.55,10,6,6,3.0,No,Tier 2,0,On-Time,True,905.895,False,Standard Order
ORD1538,CUST314,Books,CREDIT CARD,1146.7800000000002,20,2,2,5.0,No,Tier 2,0,On-Time,True,917.4240000000002,False,Loyal & Satisfied
ORD1539,CUST242,Fashion,UPI,1006.55,0,3,3,4.0,Yes,Tier 3,0,On-Time,True,1006.55,False,Standard Order
ORD1540,CUST191,Fashion,CASH ON DELIVERY,1006.55,15,6,5,5.0,Yes,Tier 1,-1,Early,True,855.5675,False,Standard Order
ORD1541,CUST197,Home & Kitchen,CREDIT CARD,1137.04,15,7,8,5.0,No,Tier 2,1,Unknown,True,966.484,False,Loyal & Satisfied
ORD1542,CUST165,Beauty,DEBIT CARD,1194.18,5,5,6,1.0,No,Tier 2,1,Unknown,Same,1134.471,False,Standard Order
ORD1543,CUST131,Beauty,CASH ON DELIVERY,1194.18,15,2,2,1.0,No,Tier 2,0,On-Time,Same,1015.053,False,Standard Order
ORD1544,CUST314,Books,DEBIT CARD,1146.7800000000002,30,6,5,3.0,No,Tier 1,-1,Early,True,802.7460000000001,False,Standard Order
ORD1545,CUST290,Fashion,DEBIT CARD,1006.55,0,2,1,4.0,No,Tier 1,-1,Early,True,1006.55,False,Standard Order
ORD1546,CUST185,Fashion,CREDIT CARD,1006.55,5,3,5,5.0,No,Tier 3,2,Unknown,True,956.2225,False,Standard Order
ORD1547,CUST150,Home & Kitchen,CASH ON DELIVERY,1137.04,10,7,7,4.0,No,Tier 2,0,On-Time,True,1023.336,False,Loyal & Satisfied
ORD1548,CUST252,Electronics,UPI,1091.185,30,5,5,4.0,No,Tier 3,0,On-Time,True,763.8294999999999,False,Standard Order
ORD1549,CUST285,Electronics,CREDIT CARD,1091.185,50,7,6,2.0,No,Tier 2,-1,Early,True,545.5925,False,Standard Order
ORD1550,CUST162,Fashion,CREDIT CARD,1006.55,10,2,3,5.0,Yes,Tier 2,1,Unknown,True,905.895,False,Standard Order
ORD1551,CUST289,Fashion,CASH ON DELIVERY,1006.55,20,6,8,4.0,No,Tier 3,2,Unknown,True,805.24,False,Standard Order
ORD1552,CUST224,Fashion,CASH ON DELIVERY,1006.55,10,3,5,3.0,No,Tier 2,2,Unknown,True,905.895,False,Standard Order
ORD1553,CUST249,Electronics,DEBIT CARD,1091.185,10,3,4,4.0,Yes,Tier 1,1,Unknown,True,982.0665,False,Standard Order
ORD1554,CUST157,Electronics,CASH ON DELIVERY,1091.185,5,7,6,2.0,Yes,Tier 2,-1,Early,True,1036.62575,False,Standard Order
ORD1555,CUST157,Electronics,DEBIT CARD,1091.185,5,6,5,4.0,No,Tier 3,-1,Early,True,1036.62575,False,Standard Order
ORD1556,CUST185,Beauty,CREDIT CARD,1194.18,5,6,5,4.0,No,Tier 1,-1,Early,Same,1134.471,False,Loyal & Satisfied
ORD1557,CUST148,Fashion,UPI,1006.55,10,2,2,2.0,No,Tier 1,0,On-Time,True,905.895,False,Standard Order
ORD1558,CUST279,Fashion,UPI,1006.55,0,7,6,3.0,No,Tier 1,-1,Early,True,1006.55,False,Standard Order
ORD1559,CUST269,Home & Kitchen,CREDIT CARD,1137.04,30,7,7,3.0,No,Tier 3,0,On-Time,True,795.9279999999999,False,Standard Order
ORD1560,CUST169,Electronics,CASH ON DELIVERY,1091.185,0,4,4,4.0,No,Tier 1,0,On-Time,True,1091.185,False,Standard Order
ORD1561,CUST114,Beauty,UPI,1194.18,5,7,11,4.0,No,Tier 2,4,Severe Delay,Same,1134.471,True,Loyal & Satisfied
ORD1562,CUST153,Books,UPI,1146.7800000000002,10,3,4,1.0,No,Tier 1,1,Unknown,True,1032.1020000000003,False,Standard Order
ORD1563,CUST334,Electronics,UPI,1091.185,15,2,4,4.0,No,Tier 1,2,Unknown,True,927.50725,False,Standard Order
ORD1564,CUST287,Fashion,DEBIT CARD,1006.55,0,6,7,4.0,No,Tier 2,1,Unknown,True,1006.55,False,Standard Order
ORD1565,CUST200,Beauty,UPI,1194.18,5,7,6,3.0,No,Tier 1,-1,Early,Same,1134.471,False,Standard Order
ORD1566,CUST324,Beauty,DEBIT CARD,1194.18,50,2,3,1.0,No,Tier 2,1,Unknown,Same,597.09,False,Standard Order
ORD1567,CUST107,Fashion,CREDIT CARD,1006.55,5,7,7,4.0,No,Tier 2,0,On-Time,True,956.2225,False,Standard Order
ORD1568,CUST152,Home & Kitchen,UPI,1137.04,5,6,7,4.0,No,Tier 3,1,Unknown,True,1080.188,False,Loyal & Satisfied
ORD1569,CUST159,Electronics,CREDIT CARD,1091.185,20,5,5,3.0,No,Tier 1,0,On-Time,True,872.948,False,Standard Order
ORD1570,CUST335,Beauty,DEBIT CARD,1194.18,0,6,13,3.0,No,Tier 3,7,Severe Delay,Same,1194.18,True,Standard Order
ORD1571,CUST207,Electronics,UPI,1091.185,10,6,6,2.0,Yes,Tier 2,0,On-Time,True,982.0665,False,Standard Order
ORD1572,CUST104,Beauty,DEBIT CARD,1194.18,5,6,6,4.0,No,Tier 3,0,On-Time,Same,1134.471,False,Loyal & Satisfied
ORD1573,CUST202,Home & Kitchen,UPI,1137.04,5,7,11,2.0,No,Tier 2,4,Severe Delay,True,1080.188,True,Standard Order
ORD1574,CUST295,Home & Kitchen,DEBIT CARD,1137.04,5,4,3,3.0,No,Tier 2,-1,Early,True,1080.188,False,Standard Order
ORD1575,CUST105,Fashion,UPI,1006.55,0,6,7,4.0,No,Tier 3,1,Unknown,True,1006.55,False,Standard Order
ORD1576,CUST208,Electronics,DEBIT CARD,1091.185,5,3,4,4.0,Yes,Tier 3,1,Unknown,True,1036.62575,False,Standard Order
ORD1577,CUST323,Electronics,UPI,1091.185,0,3,5,3.0,No,Tier 1,2,Unknown,True,1091.185,False,Standard Order
